timestamp,instrument_token,last_price,ohlc_open,ohlc_high,ohlc_low,ohlc_close,volume,oi,depth_buy,depth_sell
2025-08-08 23:06:30.143867+05:30,17110530,822.7,465.65,824.4,443.85,465.65,,855960,"[{""quantity"": 140, ""price"": 816.3, ""orders"": 1}, {""quantity"": 105, ""price"": 816.25, ""orders"": 1}, {""quantity"": 140, ""price"": 816.2, ""orders"": 1}, {""quantity"": 140, ""price"": 816.15, ""orders"": 1}, {""quantity"": 140, ""price"": 816.1, ""orders"": 1}]","[{""quantity"": 140, ""price"": 823.15, ""orders"": 1}, {""quantity"": 140, ""price"": 823.2, ""orders"": 1}, {""quantity"": 245, ""price"": 823.25, ""orders"": 2}, {""quantity"": 280, ""price"": 823.3, ""orders"": 2}, {""quantity"": 105, ""price"": 823.35, ""orders"": 1}]"
2025-08-08 23:06:30.143867+05:30,17110786,359.8,685.0,695.65,359.8,659.05,,299250,"[{""quantity"": 35, ""price"": 359.8, ""orders"": 1}, {""quantity"": 35, ""price"": 359.75, ""orders"": 1}, {""quantity"": 105, ""price"": 358.1, ""orders"": 2}, {""quantity"": 35, ""price"": 357.0, ""orders"": 1}, {""quantity"": 140, ""price"": 354.5, ""orders"": 1}]","[{""quantity"": 70, ""price"": 363.8, ""orders"": 1}, {""quantity"": 35, ""price"": 364.95, ""orders"": 1}, {""quantity"": 35, ""price"": 366.0, ""orders"": 1}, {""quantity"": 35, ""price"": 366.65, ""orders"": 1}, {""quantity"": 140, ""price"": 368.7, ""orders"": 1}]"
2025-08-08 23:06:30.143867+05:30,17114626,1147.85,678.85,1154.45,678.85,699.25,,915180,"[{""quantity"": 35, ""price"": 1145.05, ""orders"": 1}, {""quantity"": 35, ""price"": 1145.0, ""orders"": 1}, {""quantity"": 70, ""price"": 1141.65, ""orders"": 1}, {""quantity"": 70, ""price"": 1141.6, ""orders"": 1}, {""quantity"": 350, ""price"": 1127.45, ""orders"": 1}]","[{""quantity"": 140, ""price"": 1156.55, ""orders"": 1}, {""quantity"": 35, ""price"": 1160.0, ""orders"": 1}, {""quantity"": 70, ""price"": 1164.8, ""orders"": 1}, {""quantity"": 35, ""price"": 1165.0, ""orders"": 1}, {""quantity"": 70, ""price"": 1167.3, ""orders"": 1}]"
2025-08-08 23:06:30.143867+05:30,17045250,811.05,1191.75,1218.35,810.0,1232.35,,16100,"[{""quantity"": 140, ""price"": 806.05, ""orders"": 1}, {""quantity"": 140, ""price"": 805.95, ""orders"": 1}, {""quantity"": 140, ""price"": 805.25, ""orders"": 1}, {""quantity"": 70, ""price"": 801.2, ""orders"": 1}, {""quantity"": 105, ""price"": 801.0, ""orders"": 1}]","[{""quantity"": 140, ""price"": 813.9, ""orders"": 1}, {""quantity"": 175, ""price"": 813.95, ""orders"": 2}, {""quantity"": 140, ""price"": 814.05, ""orders"": 1}, {""quantity"": 105, ""price"": 817.5, ""orders"": 1}, {""quantity"": 35, ""price"": 830.0, ""orders"": 1}]"
2025-08-08 23:06:30.143867+05:30,17042946,1019.2,1265.25,1307.1,1019.2,1487.0,,2520,"[{""quantity"": 140, ""price"": 1000.95, ""orders"": 1}, {""quantity"": 140, ""price"": 999.55, ""orders"": 1}, {""quantity"": 140, ""price"": 998.4, ""orders"": 1}, {""quantity"": 35, ""price"": 997.1, ""orders"": 1}, {""quantity"": 560, ""price"": 987.95, ""orders"": 1}]","[{""quantity"": 140, ""price"": 1014.2, ""orders"": 1}, {""quantity"": 140, ""price"": 1014.25, ""orders"": 1}, {""quantity"": 140, ""price"": 1014.3, ""orders"": 1}, {""quantity"": 140, ""price"": 1014.4, ""orders"": 1}, {""quantity"": 35, ""price"": 1021.25, ""orders"": 1}]"
2025-08-08 23:06:30.143867+05:30,17038850,1176.65,1530.5,1530.9,1176.65,1698.35,,1225,"[{""quantity"": 140, ""price"": 1144.15, ""orders"": 1}, {""quantity"": 35, ""price"": 1137.5, ""orders"": 1}, {""quantity"": 175, ""price"": 1115.9, ""orders"": 1}, {""quantity"": 595, ""price"": 1068.05, ""orders"": 1}, {""quantity"": 595, ""price"": 1033.9, ""orders"": 1}]","[{""quantity"": 140, ""price"": 1157.1, ""orders"": 1}, {""quantity"": 140, ""price"": 1157.8, ""orders"": 1}, {""quantity"": 140, ""price"": 1158.5, ""orders"": 1}, {""quantity"": 35, ""price"": 1164.25, ""orders"": 1}, {""quantity"": 35, ""price"": 1185.0, ""orders"": 1}]"
2025-08-08 23:06:30.143867+05:30,17044482,875.15,1284.95,1284.95,868.35,1311.7,,7245,"[{""quantity"": 35, ""price"": 870.0, ""orders"": 1}, {""quantity"": 140, ""price"": 866.7, ""orders"": 1}, {""quantity"": 140, ""price"": 866.65, ""orders"": 1}, {""quantity"": 70, ""price"": 866.6, ""orders"": 1}, {""quantity"": 140, ""price"": 866.45, ""orders"": 1}]","[{""quantity"": 140, ""price"": 875.6, ""orders"": 1}, {""quantity"": 140, ""price"": 875.65, ""orders"": 1}, {""quantity"": 140, ""price"": 875.7, ""orders"": 1}, {""quantity"": 140, ""price"": 875.8, ""orders"": 1}, {""quantity"": 35, ""price"": 877.05, ""orders"": 1}]"
2025-08-08 23:06:30.143867+05:30,17044738,394.1,200.0,394.1,192.75,203.35,,69090,"[{""quantity"": 140, ""price"": 392.15, ""orders"": 1}, {""quantity"": 140, ""price"": 392.05, ""orders"": 1}, {""quantity"": 35, ""price"": 392.0, ""orders"": 1}, {""quantity"": 140, ""price"": 391.95, ""orders"": 1}, {""quantity"": 35, ""price"": 391.6, ""orders"": 1}]","[{""quantity"": 105, ""price"": 395.95, ""orders"": 1}, {""quantity"": 35, ""price"": 396.15, ""orders"": 1}, {""quantity"": 35, ""price"": 396.95, ""orders"": 1}, {""quantity"": 140, ""price"": 397.0, ""orders"": 1}, {""quantity"": 140, ""price"": 397.55, ""orders"": 1}]"
2025-08-08 23:06:30.143867+05:30,17113090,1074.8,640.1,1074.8,638.05,640.1,,87500,"[{""quantity"": 140, ""price"": 1075.15, ""orders"": 1}, {""quantity"": 140, ""price"": 1075.1, ""orders"": 1}, {""quantity"": 140, ""price"": 1075.05, ""orders"": 1}, {""quantity"": 140, ""price"": 1075.0, ""orders"": 1}, {""quantity"": 140, ""price"": 1074.95, ""orders"": 1}]","[{""quantity"": 140, ""price"": 1084.25, ""orders"": 1}, {""quantity"": 140, ""price"": 1084.35, ""orders"": 1}, {""quantity"": 140, ""price"": 1084.45, ""orders"": 1}, {""quantity"": 70, ""price"": 1087.05, ""orders"": 1}, {""quantity"": 70, ""price"": 1095.2, ""orders"": 1}]"
2025-08-08 23:06:30.143867+05:30,17044226,360.15,168.35,360.9,165.45,186.1,,540085,"[{""quantity"": 70, ""price"": 359.9, ""orders"": 1}, {""quantity"": 140, ""price"": 359.85, ""orders"": 1}, {""quantity"": 595, ""price"": 359.3, ""orders"": 1}, {""quantity"": 595, ""price"": 359.05, ""orders"": 1}, {""quantity"": 595, ""price"": 358.8, ""orders"": 1}]","[{""quantity"": 210, ""price"": 363.0, ""orders"": 2}, {""quantity"": 35, ""price"": 363.05, ""orders"": 1}, {""quantity"": 140, ""price"": 363.2, ""orders"": 1}, {""quantity"": 35, ""price"": 363.3, ""orders"": 1}, {""quantity"": 35, ""price"": 364.4, ""orders"": 1}]"
2025-08-08 23:06:30.143867+05:30,17094658,650.0,368.95,650.0,335.15,364.0,,173215,"[{""quantity"": 35, ""price"": 648.1, ""orders"": 1}, {""quantity"": 105, ""price"": 648.05, ""orders"": 1}, {""quantity"": 105, ""price"": 648.0, ""orders"": 1}, {""quantity"": 35, ""price"": 646.8, ""orders"": 1}, {""quantity"": 910, ""price"": 646.6, ""orders"": 2}]","[{""quantity"": 105, ""price"": 653.4, ""orders"": 1}, {""quantity"": 35, ""price"": 653.45, ""orders"": 1}, {""quantity"": 35, ""price"": 654.3, ""orders"": 1}, {""quantity"": 35, ""price"": 655.4, ""orders"": 1}, {""quantity"": 105, ""price"": 661.4, ""orders"": 1}]"
